year,country_iso,country,sector,obligated_usd,disbursed_usd,obligation_to_disbursement
2013,ZWE,Zimbabwe,Health,488866.5,373919.29,0.7649
2013,ZWE,Zimbabwe,Humanitarian,50000.0,31649.17,0.633
2013,ZWE,Zimbabwe,Education,938292.11,762791.95,0.813
2013,ZWE,Zimbabwe,Agriculture,2026384.12,1758588.93,0.8678
2013,ZWE,Zimbabwe,Peace and Security,3001788.76,1959684.33,0.6528
2013,MMR,Burma,Health,435271.77,378779.73,0.8702
2013,MMR,Burma,Humanitarian,50000.0,39334.95,0.7867
2013,MMR,Burma,Education,9948321.4,9799437.23,0.985
2013,MMR,Burma,Economic Development,159492.89,137580.78,0.8626
2013,MMR,Burma,Agriculture,835675.64,647235.61,0.7745
2013,MMR,Burma,Peace and Security,378590.38,285577.59,0.7543
2013,KHM,Cambodia,Health,1065607.27,837111.05,0.7856
2013,KHM,Cambodia,Humanitarian,673400.48,598726.17,0.8891
2013,KHM,Cambodia,Governance,154439.69,154439.69,1.0
2013,KHM,Cambodia,Peace and Security,2509317.89,1619756.66,0.6455
2013,NPL,Nepal,Education,144032.96,112870.81,0.7836
2013,NPL,Nepal,Governance,355123.59,355123.59,1.0
2013,NPL,Nepal,Agriculture,918476.86,729969.97,0.7948
2013,NPL,Nepal,Peace and Security,401590.21,290227.07,0.7227
2013,LKA,Sri Lanka,Health,123239.88,108998.17,0.8844
2013,LKA,Sri Lanka,Humanitarian,1561704.18,1200326.82,0.7686
2013,LKA,Sri Lanka,Education,862356.12,834395.49,0.9676
2013,LKA,Sri Lanka,Agriculture,109382.69,78455.66,0.7173
2013,LKA,Sri Lanka,Peace and Security,214516.98,160008.43,0.7459
2013,MAR,Morocco,Health,188002.28,135213.05,0.7192
2013,MAR,Morocco,Education,135557.23,135557.23,1.0
2013,MAR,Morocco,Governance,5078379.17,4633330.9,0.9124
2013,MAR,Morocco,Agriculture,1367075.57,1184260.49,0.8663
2013,MAR,Morocco,Peace and Security,74396.19,53086.95,0.7136
2013,TUN,Tunisia,Humanitarian,236116.61,221099.54,0.9364
2013,TUN,Tunisia,Economic Development,316000.59,263530.72,0.834
2013,TUN,Tunisia,Governance,540460.88,393684.72,0.7284
2013,TUN,Tunisia,Agriculture,533503.17,434740.4,0.8149
2013,TUN,Tunisia,Peace and Security,752357.41,527381.1,0.701
2013,SEN,Senegal,Humanitarian,153059.72,149136.33,0.9744
2013,SEN,Senegal,Economic Development,767586.36,683411.31,0.8903
2013,SEN,Senegal,Governance,76210.17,54682.14,0.7175
2013,SEN,Senegal,Peace and Security,714855.12,560476.49,0.784
2013,MLI,Mali,Health,293729.85,208858.02,0.7111
2013,MLI,Mali,Education,325635.21,258986.81,0.7953
2013,MLI,Mali,Agriculture,1051226.66,675334.16,0.6424
2013,MLI,Mali,Peace and Security,733392.76,585019.33,0.7977
2014,AFG,Afghanistan,Health,2841807.66,2175791.73,0.7656
2014,AFG,Afghanistan,Education,553345.6,552146.26,0.9978
2014,AFG,Afghanistan,Economic Development,835693.69,622209.94,0.7445
2014,AFG,Afghanistan,Governance,396836.45,294084.09,0.7411
2014,EGY,Egypt,Health,415505.37,295665.25,0.7116
2014,EGY,Egypt,Humanitarian,279400.49,213388.25,0.7637
2014,EGY,Egypt,Education,219874.21,131736.6,0.5991
2014,EGY,Egypt,Economic Development,1477563.42,972290.06,0.658
2014,EGY,Egypt,Agriculture,1097549.98,960279.96,0.8749
2014,ETH,Ethiopia,Health,230721.17,178280.8,0.7727
2014,ETH,Ethiopia,Humanitarian,921080.99,905795.45,0.9834
2014,ETH,Ethiopia,Education,2122555.13,1201503.3,0.5661
2014,ETH,Ethiopia,Economic Development,170535.47,170535.47,1.0
2014,ETH,Ethiopia,Agriculture,52111.08,43449.76,0.8338
2014,ETH,Ethiopia,Peace and Security,518702.87,256888.35,0.4953
2014,JOR,Jordan,Health,1367864.36,1337485.39,0.9778
2014,JOR,Jordan,Humanitarian,78338.29,62290.16,0.7951
2014,JOR,Jordan,Education,211953.73,188129.23,0.8876
2014,JOR,Jordan,Economic Development,601130.08,547424.64,0.9107
2014,JOR,Jordan,Peace and Security,801033.14,585869.04,0.7314
2014,KEN,Kenya,Health,397515.24,256564.99,0.6454
2014,KEN,Kenya,Humanitarian,751232.02,608135.15,0.8095
2014,KEN,Kenya,Economic Development,379227.49,307848.04,0.8118
2014,KEN,Kenya,Governance,130213.73,116015.76,0.891
2014,KEN,Kenya,Agriculture,301670.0,242245.66,0.803
2014,NGA,Nigeria,Health,1502011.06,1107735.33,0.7375
2014,NGA,Nigeria,Education,285965.28,220888.04,0.7724
2014,NGA,Nigeria,Economic Development,1226860.55,1068618.47,0.871
2014,NGA,Nigeria,Peace and Security,615851.64,576354.8,0.9359
2014,PAK,Pakistan,Health,1258544.15,1021892.07,0.812
2014,PAK,Pakistan,Economic Development,844091.26,737073.0,0.8732
2014,PAK,Pakistan,Governance,318915.98,318915.98,1.0
2014,PAK,Pakistan,Peace and Security,509384.63,348562.41,0.6843
2014,SOM,Somalia,Health,240712.93,187453.94,0.7787
2014,SOM,Somalia,Humanitarian,1376726.22,934189.28,0.6786
2014,SOM,Somalia,Education,2925282.52,2712190.92,0.9272
2014,SOM,Somalia,Economic Development,50000.0,46071.98,0.9214
2014,SOM,Somalia,Governance,275541.36,268289.16,0.9737
2014,SOM,Somalia,Agriculture,611788.9,425451.85,0.6954
2014,SOM,Somalia,Peace and Security,329455.05,250247.48,0.7596
2014,SSD,South Sudan,Health,691486.97,442924.62,0.6405
2014,SSD,South Sudan,Economic Development,343889.71,284210.31,0.8265
2014,SSD,South Sudan,Governance,623106.88,559544.37,0.898
2014,SSD,South Sudan,Agriculture,5914433.46,4344594.87,0.7346
2014,SSD,South Sudan,Peace and Security,5200027.72,5200027.72,1.0
2014,SDN,Sudan,Health,435683.53,301166.49,0.6913
2014,SDN,Sudan,Humanitarian,659428.38,473771.07,0.7185
2014,SDN,Sudan,Education,2613138.82,2357809.21,0.9023
2014,SDN,Sudan,Economic Development,2050428.27,1789756.1,0.8729
2014,SDN,Sudan,Peace and Security,1450666.47,1373171.24,0.9466
2014,UGA,Uganda,Health,1304599.17,1260018.22,0.9658
2014,UGA,Uganda,Humanitarian,121717.08,121717.08,1.0
2014,UGA,Uganda,Education,325928.38,276417.23,0.8481
2014,UGA,Uganda,Economic Development,76053.67,60688.5,0.798
2014,UGA,Uganda,Governance,682277.75,550521.87,0.8069
2014,UGA,Uganda,Agriculture,470689.57,407092.13,0.8649
2014,UKR,Ukraine,Health,108335.97,101711.58,0.9389
2014,UKR,Ukraine,Humanitarian,276440.87,233594.08,0.845
2014,UKR,Ukraine,Education,234976.55,199712.36,0.8499
2014,UKR,Ukraine,Economic Development,959761.8,926945.43,0.9658
2014,UKR,Ukraine,Agriculture,266501.77,266501.77,1.0
2014,UKR,Ukraine,Peace and Security,2118357.42,1676305.32,0.7913
2014,COL,Colombia,Health,478256.45,301645.31,0.6307
2014,COL,Colombia,Education,464416.05,412298.42,0.8878
2014,COL,Colombia,Economic Development,464380.43,398757.08,0.8587
2014,COL,Colombia,Governance,6939322.04,5677721.85,0.8182
2014,COL,Colombia,Agriculture,252556.69,167329.76,0.6625
2014,HTI,Haiti,Health,63621.6,62914.76,0.9889
2014,HTI,Haiti,Humanitarian,385585.2,262861.27,0.6817
2014,HTI,Haiti,Education,555514.39,530799.25,0.9555
2014,HTI,Haiti,Economic Development,350972.63,285684.91,0.814
2014,HTI,Haiti,Governance,264431.46,162518.35,0.6146
2014,HTI,Haiti,Peace and Security,418840.61,393800.51,0.9402
2014,IRQ,Iraq,Health,3893391.51,3378719.54,0.8678
2014,IRQ,Iraq,Humanitarian,474674.59,359421.8,0.7572
2014,IRQ,Iraq,Education,159072.96,122598.36,0.7707
2014,IRQ,Iraq,Governance,273957.78,250446.36,0.9142
2014,IRQ,Iraq,Agriculture,132966.53,112855.85,0.8488
2014,YEM,Yemen,Humanitarian,218176.34,204236.3,0.9361
2014,YEM,Yemen,Governance,314221.77,275843.66,0.8779
2014,YEM,Yemen,Agriculture,117504.59,86516.43,0.7363
2014,YEM,Yemen,Peace and Security,602986.48,571343.49,0.9475
2014,BGD,Bangladesh,Health,422499.17,366747.95,0.868
2014,BGD,Bangladesh,Humanitarian,724618.03,559153.45,0.7717
2014,BGD,Bangladesh,Education,1975338.99,1292144.56,0.6541
2014,BGD,Bangladesh,Economic Development,338330.46,239544.72,0.708
2014,BGD,Bangladesh,Agriculture,205599.43,175401.34,0.8531
2014,BGD,Bangladesh,Peace and Security,2266345.11,2087395.22,0.921
2014,IND,India,Humanitarian,50000.0,37303.52,0.7461
2014,IND,India,Education,772699.83,586308.79,0.7588
2014,IND,India,Economic Development,647854.66,411533.68,0.6352
2014,IND,India,Agriculture,738677.37,702090.18,0.9505
2014,IDN,Indonesia,Health,3569446.84,2810648.07,0.7874
2014,IDN,Indonesia,Humanitarian,764259.66,648617.04,0.8487
2014,IDN,Indonesia,Education,419471.55,333985.79,0.7962
2014,IDN,Indonesia,Governance,970684.22,658140.31,0.678
2014,IDN,Indonesia,Agriculture,2209962.87,2054023.56,0.9294
2014,IDN,Indonesia,Peace and Security,302788.2,226545.51,0.7482
2014,PHL,Philippines,Health,2805252.56,2319698.98,0.8269
2014,PHL,Philippines,Education,2185596.47,1534197.2,0.702
2014,PHL,Philippines,Agriculture,1062193.35,752024.77,0.708
2014,VNM,Vietnam,Health,99432.03,70676.55,0.7108
2014,VNM,Vietnam,Humanitarian,1350722.17,1334109.14,0.9877
2014,VNM,Vietnam,Education,395122.44,334849.18,0.8475
2014,VNM,Vietnam,Economic Development,399507.06,368427.93,0.9222
2014,VNM,Vietnam,Governance,498763.94,375671.34,0.7532
2014,VNM,Vietnam,Agriculture,271708.33,227245.49,0.8364
2014,VNM,Vietnam,Peace and Security,277765.4,231418.06,0.8331
2014,GHA,Ghana,Health,1014757.58,842214.27,0.83
2014,GHA,Ghana,Education,1724602.73,1296605.91,0.7518
2014,GHA,Ghana,Economic Development,558669.89,407919.17,0.7302
2014,GHA,Ghana,Governance,402424.66,331290.17,0.8232
2014,GHA,Ghana,Agriculture,1143334.02,1089574.36,0.953
2014,TZA,Tanzania,Humanitarian,731179.02,457450.43,0.6256
2014,TZA,Tanzania,Education,6136921.28,6090087.99,0.9924
2014,TZA,Tanzania,Governance,711639.53,620499.24,0.8719
2014,TZA,Tanzania,Agriculture,772320.3,549498.41,0.7115
2014,MOZ,Mozambique,Health,367227.95,318050.76,0.8661
2014,MOZ,Mozambique,Humanitarian,398866.93,307067.6,0.7698
2014,MOZ,Mozambique,Education,1577311.83,1340355.99,0.8498
2014,MOZ,Mozambique,Economic Development,104776.48,81508.51,0.7779
2014,MOZ,Mozambique,Governance,203702.28,156732.37,0.7694
2014,MWI,Malawi,Humanitarian,1111682.25,1059450.28,0.953
2014,MWI,Malawi,Economic Development,696678.4,561337.19,0.8057
2014,MWI,Malawi,Agriculture,275150.94,238053.95,0.8652
2014,PER,Peru,Education,113183.9,82189.42,0.7262
2014,PER,Peru,Governance,614875.52,416427.4,0.6773
2014,PER,Peru,Agriculture,158180.79,146400.27,0.9255
2014,PER,Peru,Peace and Security,1716503.08,1390468.26,0.8101
2014,GTM,Guatemala,Health,1042136.48,929890.49,0.8923
2014,GTM,Guatemala,Humanitarian,165411.17,126695.88,0.7659
2014,GTM,Guatemala,Governance,2986867.07,2956931.14,0.99
2014,GTM,Guatemala,Agriculture,1626549.79,1379574.63,0.8482
2014,SLV,El Salvador,Health,11352283.49,9833440.8,0.8662
2014,SLV,El Salvador,Education,673887.55,577972.49,0.8577
2014,SLV,El Salvador,Economic Development,1597102.77,1336104.35,0.8366
2014,SLV,El Salvador,Governance,420563.63,255397.74,0.6073
2014,SLV,El Salvador,Agriculture,2066685.73,1377907.33,0.6667
2014,SLV,El Salvador,Peace and Security,382993.02,302769.96,0.7905
2014,MEX,Mexico,Health,4073822.4,3835084.49,0.9414
2014,MEX,Mexico,Education,820435.37,820435.37,1.0
2014,MEX,Mexico,Economic Development,2038900.75,1441722.05,0.7071
2014,MEX,Mexico,Governance,96347.39,96347.39,1.0
2014,MEX,Mexico,Agriculture,50000.0,29914.11,0.5983
2014,PSE,West Bank and Gaza,Health,3243921.76,2538966.23,0.7827
2014,PSE,West Bank and Gaza,Humanitarian,5434000.14,4694310.31,0.8639
2014,PSE,West Bank and Gaza,Education,449765.86,298007.95,0.6626
2014,PSE,West Bank and Gaza,Economic Development,784465.84,627047.69,0.7993
2014,PSE,West Bank and Gaza,Governance,522019.71,376694.3,0.7216
2014,PSE,West Bank and Gaza,Agriculture,406490.68,352112.05,0.8662
2014,PSE,West Bank and Gaza,Peace and Security,1268097.89,1018101.54,0.8029
2014,LBN,Lebanon,Economic Development,11485262.71,8467429.67,0.7372
2014,LBN,Lebanon,Governance,309778.77,235510.3,0.7603
2014,LBN,Lebanon,Agriculture,296677.83,227645.91,0.7673
2014,LBN,Lebanon,Peace and Security,184342.07,125036.4,0.6783
2014,SYR,Syria,Health,114882.87,79233.07,0.6897
2014,SYR,Syria,Humanitarian,2749693.19,1691522.17,0.6152
2014,SYR,Syria,Education,613886.69,527188.2,0.8588
2014,SYR,Syria,Governance,175847.26,159633.96,0.9078
2014,SYR,Syria,Peace and Security,468818.53,381627.6,0.814
2014,TUR,Turkey,Health,462139.82,391052.51,0.8462
2014,TUR,Turkey,Humanitarian,265408.12,231966.76,0.874
2014,TUR,Turkey,Education,223821.28,200678.92,0.8966
2014,TUR,Turkey,Economic Development,523986.05,380708.8,0.7266
2014,TUR,Turkey,Agriculture,205126.31,129759.89,0.6326
2014,TUR,Turkey,Peace and Security,180361.0,120072.23,0.6657
2014,GEO,Georgia,Health,1396911.62,1285847.67,0.9205
2014,GEO,Georgia,Humanitarian,1242424.8,944215.83,0.76
2014,GEO,Georgia,Governance,136484.95,131615.42,0.9643
2014,GEO,Georgia,Peace and Security,367494.16,301803.14,0.8212
2014,MDA,Moldova,Health,1386001.93,1143278.79,0.8249
2014,MDA,Moldova,Humanitarian,93430.86,72937.5,0.7807
2014,MDA,Moldova,Education,4069148.66,4004565.25,0.9841
2014,MDA,Moldova,Economic Development,1878000.17,1878000.17,1.0
2014,MDA,Moldova,Agriculture,412399.34,220262.38,0.5341
2014,MDA,Moldova,Peace and Security,124963.77,101895.57,0.8154
2014,KOS,Kosovo,Health,179468.62,140401.64,0.7823
2014,KOS,Kosovo,Humanitarian,434999.09,345702.46,0.7947
2014,KOS,Kosovo,Economic Development,1293493.88,1095534.74,0.847
2014,KOS,Kosovo,Governance,379786.96,321987.4,0.8478
2014,KOS,Kosovo,Agriculture,1127412.95,811334.88,0.7196
2014,KOS,Kosovo,Peace and Security,457672.44,457672.44,1.0
2014,LBR,Liberia,Humanitarian,1180723.25,896321.36,0.7591
2014,LBR,Liberia,Economic Development,729947.74,593655.12,0.8133
2014,LBR,Liberia,Governance,2465671.31,1940403.99,0.787
2014,LBR,Liberia,Peace and Security,79884.04,59702.02,0.7474
2014,SLE,Sierra Leone,Humanitarian,1405981.46,1039468.89,0.7393
2014,SLE,Sierra Leone,Education,328848.81,226313.25,0.6882
2014,SLE,Sierra Leone,Economic Development,635767.48,485868.73,0.7642
2014,SLE,Sierra Leone,Governance,1709781.2,1709781.2,1.0
2014,SLE,Sierra Leone,Agriculture,1184890.22,932177.86,0.7867
2014,SLE,Sierra Leone,Peace and Security,2253486.3,1943165.63,0.8623
2014,COD,DR Congo,Health,775491.12,617000.31,0.7956
2014,COD,DR Congo,Humanitarian,3972007.22,3666298.25,0.923
2014,COD,DR Congo,Education,1564270.97,1516300.94,0.9693
2014,COD,DR Congo,Agriculture,1081280.84,848297.46,0.7845
2014,RWA,Rwanda,Health,2429564.79,1876057.69,0.7722
2014,RWA,Rwanda,Economic Development,1512013.29,1217167.84,0.805
2014,RWA,Rwanda,Governance,516042.91,374090.16,0.7249
2014,RWA,Rwanda,Agriculture,1057104.58,986115.73,0.9328
2014,RWA,Rwanda,Peace and Security,703301.55,508313.79,0.7228
2014,ZMB,Zambia,Humanitarian,692185.99,549551.78,0.7939
2014,ZMB,Zambia,Education,1647174.72,1647174.72,1.0
2014,ZMB,Zambia,Economic Development,750656.88,574287.8,0.765
2014,ZMB,Zambia,Governance,588170.51,397326.26,0.6755
2014,ZMB,Zambia,Agriculture,182510.27,143030.07,0.7837
2014,ZMB,Zambia,Peace and Security,224762.42,151669.86,0.6748
2014,ZWE,Zimbabwe,Humanitarian,390951.82,325595.11,0.8328
2014,ZWE,Zimbabwe,Governance,625170.33,391812.96,0.6267
2014,ZWE,Zimbabwe,Agriculture,1956768.26,1713485.15,0.8757
2014,MMR,Burma,Health,156690.85,147899.76,0.9439
2014,MMR,Burma,Humanitarian,4643918.2,3911052.09,0.8422
2014,MMR,Burma,Education,1400300.62,1400300.62,1.0
2014,MMR,Burma,Peace and Security,50000.0,48176.55,0.9635
2014,KHM,Cambodia,Health,798894.11,542571.67,0.6792
2014,KHM,Cambodia,Humanitarian,1866366.8,1435013.2,0.7689
2014,KHM,Cambodia,Economic Development,657664.07,597686.31,0.9088
2014,KHM,Cambodia,Agriculture,126899.29,124845.19,0.9838
2014,KHM,Cambodia,Peace and Security,432513.79,432513.79,1.0
2014,NPL,Nepal,Health,86666.18,61033.33,0.7042
2014,NPL,Nepal,Humanitarian,4041523.29,3405310.11,0.8426
2014,NPL,Nepal,Economic Development,2336103.43,1692675.31,0.7246
2014,NPL,Nepal,Governance,1400412.33,1218497.81,0.8701
2014,NPL,Nepal,Agriculture,652933.29,642588.21,0.9842
2014,NPL,Nepal,Peace and Security,7517538.59,6203298.38,0.8252
2014,LKA,Sri Lanka,Health,1036288.37,882831.6,0.8519
2014,LKA,Sri Lanka,Education,2359739.15,1768633.84,0.7495
2014,LKA,Sri Lanka,Economic Development,123609.28,89012.81,0.7201
2014,LKA,Sri Lanka,Governance,244924.27,186744.0,0.7625
2014,MAR,Morocco,Health,1278269.59,1202627.29,0.9408
2014,MAR,Morocco,Humanitarian,279148.38,174494.38,0.6251
2014,MAR,Morocco,Governance,3561803.45,2116877.2,0.5943
2014,MAR,Morocco,Peace and Security,400805.42,400805.42,1.0
2014,TUN,Tunisia,Humanitarian,4077822.66,2936899.65,0.7202
2014,TUN,Tunisia,Education,163509.32,120891.85,0.7394
2014,TUN,Tunisia,Economic Development,779885.66,493303.66,0.6325
2014,TUN,Tunisia,Governance,7090158.47,5179418.48,0.7305
2014,TUN,Tunisia,Agriculture,1184172.24,1141309.43,0.9638
2014,SEN,Senegal,Health,162502.46,154488.56,0.9507
2014,SEN,Senegal,Economic Development,124404.83,78965.16,0.6347
2014,SEN,Senegal,Governance,680497.55,680497.55,1.0
2014,SEN,Senegal,Agriculture,607312.49,583649.81,0.961
2014,MLI,Mali,Health,547406.32,510017.74,0.9317
2014,MLI,Mali,Humanitarian,1497003.16,1380273.37,0.922
2014,MLI,Mali,Education,641921.05,503262.5,0.784
2014,MLI,Mali,Governance,206209.07,194676.23,0.9441
2014,MLI,Mali,Agriculture,1520111.09,877565.93,0.5773
2014,MLI,Mali,Peace and Security,1182291.04,881864.55,0.7459
2015,AFG,Afghanistan,Humanitarian,109835.11,85932.46,0.7824
2015,AFG,Afghanistan,Education,244846.31,214406.06,0.8757
2015,AFG,Afghanistan,Economic Development,1959287.31,1070321.7,0.5463
2015,AFG,Afghanistan,Agriculture,1040734.13,966443.07,0.9286
2015,AFG,Afghanistan,Peace and Security,1256791.42,1010547.57,0.8041
2015,EGY,Egypt,Humanitarian,2006840.9,1505013.04,0.7499
2015,EGY,Egypt,Education,260147.37,222932.18,0.8569
2015,EGY,Egypt,Economic Development,1918273.77,1698383.76,0.8854
2015,EGY,Egypt,Governance,50535.86,50535.86,1.0
2015,EGY,Egypt,Peace and Security,350978.01,280345.18,0.7988
2015,ETH,Ethiopia,Health,3333396.14,3333396.14,1.0
2015,ETH,Ethiopia,Humanitarian,5398377.0,4152565.09,0.7692
2015,ETH,Ethiopia,Economic Development,2411532.75,1982761.13,0.8222
2015,ETH,Ethiopia,Governance,3994199.17,2253831.66,0.5643
2015,ETH,Ethiopia,Peace and Security,364713.39,212789.61,0.5834
2015,JOR,Jordan,Health,50000.0,41449.6,0.829
2015,JOR,Jordan,Humanitarian,4524258.63,3520756.72,0.7782
2015,JOR,Jordan,Education,2093851.35,2093851.35,1.0
2015,JOR,Jordan,Economic Development,1302764.44,823425.27,0.6321
2015,JOR,Jordan,Governance,386493.88,315284.39,0.8158
2015,JOR,Jordan,Agriculture,328443.19,297174.1,0.9048
2015,JOR,Jordan,Peace and Security,445215.28,315866.55,0.7095
2015,KEN,Kenya,Health,4347992.13,3670304.86,0.8441
2015,KEN,Kenya,Education,941216.6,693424.91,0.7367
2015,KEN,Kenya,Economic Development,267562.59,267562.59,1.0
2015,KEN,Kenya,Agriculture,535063.1,424121.36,0.7927
2015,KEN,Kenya,Peace and Security,401938.1,348053.27,0.8659
2015,NGA,Nigeria,Health,123766.12,90172.79,0.7286
2015,NGA,Nigeria,Humanitarian,245397.65,141782.12,0.5778
2015,NGA,Nigeria,Agriculture,50000.0,50000.0,1.0
2015,NGA,Nigeria,Peace and Security,1002387.35,993434.01,0.9911
2015,PAK,Pakistan,Health,683773.63,561236.03,0.8208
2015,PAK,Pakistan,Humanitarian,1571244.71,1399991.97,0.891
2015,PAK,Pakistan,Education,916732.29,794126.51,0.8663
2015,PAK,Pakistan,Economic Development,686685.82,678776.49,0.9885
2015,PAK,Pakistan,Governance,1539051.54,1269983.34,0.8252
2015,PAK,Pakistan,Agriculture,176591.72,141314.08,0.8002
2015,PAK,Pakistan,Peace and Security,2408084.66,1947635.19,0.8088
2015,SOM,Somalia,Health,296177.51,289886.67,0.9788
2015,SOM,Somalia,Economic Development,113562.96,94736.66,0.8342
2015,SOM,Somalia,Governance,460653.74,312236.13,0.6778
2015,SOM,Somalia,Agriculture,3928356.24,2580544.47,0.6569
2015,SOM,Somalia,Peace and Security,1155496.15,1155496.15,1.0
2015,SSD,South Sudan,Humanitarian,537141.43,537141.43,1.0
2015,SSD,South Sudan,Economic Development,4381055.0,2440889.14,0.5571
2015,SSD,South Sudan,Governance,1574713.37,1441311.25,0.9153
2015,SSD,South Sudan,Agriculture,994610.59,820584.35,0.825
2015,SDN,Sudan,Health,316573.62,225420.04,0.7121
2015,SDN,Sudan,Humanitarian,411337.12,411337.12,1.0
2015,SDN,Sudan,Education,84451.21,73568.58,0.8711
2015,SDN,Sudan,Economic Development,753009.1,718091.88,0.9536
2015,SDN,Sudan,Governance,1240175.08,874235.94,0.7049
2015,SDN,Sudan,Agriculture,106319.7,104086.36,0.979
2015,SDN,Sudan,Peace and Security,50000.0,44262.95,0.8853
2015,UGA,Uganda,Health,618019.97,539290.84,0.8726
2015,UGA,Uganda,Education,693098.62,597969.87,0.8627
2015,UGA,Uganda,Economic Development,5623854.23,4102860.83,0.7295
2015,UGA,Uganda,Governance,1045630.46,799888.02,0.765
2015,UGA,Uganda,Agriculture,276705.26,263142.54,0.951
2015,UKR,Ukraine,Health,227264.96,198832.63,0.8749
2015,UKR,Ukraine,Humanitarian,200058.38,166813.02,0.8338
2015,UKR,Ukraine,Education,3072536.93,1905140.58,0.6201
2015,UKR,Ukraine,Agriculture,343580.9,252915.16,0.7361
2015,UKR,Ukraine,Peace and Security,770476.5,649743.36,0.8433
2015,COL,Colombia,Health,1094690.68,753475.31,0.6883
2015,COL,Colombia,Education,110940.77,89615.76,0.8078
2015,COL,Colombia,Economic Development,10711052.71,9486228.5,0.8856
2015,COL,Colombia,Governance,2881567.77,2102415.53,0.7296
2015,COL,Colombia,Agriculture,277192.04,238879.39,0.8618
2015,HTI,Haiti,Health,870090.6,676122.59,0.7771
2015,HTI,Haiti,Humanitarian,450966.04,336739.4,0.7467
2015,HTI,Haiti,Education,460074.86,409061.84,0.8891
2015,HTI,Haiti,Economic Development,1702337.68,1217328.28,0.7151
2015,HTI,Haiti,Governance,106621.48,79188.73,0.7427
2015,HTI,Haiti,Peace and Security,135431.92,112495.56,0.8306
2015,IRQ,Iraq,Health,85078.86,59392.91,0.6981
2015,IRQ,Iraq,Humanitarian,193758.35,95705.94,0.4939
2015,IRQ,Iraq,Education,179220.93,129389.84,0.722
2015,IRQ,Iraq,Economic Development,2111464.18,1640942.92,0.7772
2015,IRQ,Iraq,Governance,1315167.15,1224067.09,0.9307
2015,IRQ,Iraq,Peace and Security,148316.33,107428.71,0.7243
2015,YEM,Yemen,Health,543468.71,439906.2,0.8094
2015,YEM,Yemen,Humanitarian,478528.45,478528.45,1.0
2015,YEM,Yemen,Economic Development,1488194.77,694704.48,0.4668
2015,YEM,Yemen,Governance,877106.18,761999.76,0.8688
2015,YEM,Yemen,Peace and Security,400428.25,321296.43,0.8024
2015,BGD,Bangladesh,Health,430031.56,307692.04,0.7155
2015,BGD,Bangladesh,Humanitarian,163865.23,149307.28,0.9112
2015,BGD,Bangladesh,Education,2034333.97,1365657.71,0.6713
2015,BGD,Bangladesh,Economic Development,763237.9,763237.9,1.0
2015,BGD,Bangladesh,Governance,4799523.35,4350004.8,0.9063
2015,BGD,Bangladesh,Agriculture,229619.76,204014.44,0.8885
2015,BGD,Bangladesh,Peace and Security,203314.84,137842.19,0.678
2015,IND,India,Health,3016989.2,2531860.04,0.8392
2015,IND,India,Education,619467.61,524836.61,0.8472
2015,IND,India,Economic Development,2271068.79,1910480.87,0.8412
2015,IND,India,Agriculture,776934.6,572702.37,0.7371
2015,IND,India,Peace and Security,1828117.51,1254026.16,0.686
2015,IDN,Indonesia,Health,1131446.22,1087660.02,0.9613
2015,IDN,Indonesia,Humanitarian,786482.42,672467.86,0.855
2015,IDN,Indonesia,Economic Development,56008.79,50046.16,0.8935
2015,IDN,Indonesia,Governance,111750.64,82856.33,0.7414
2015,IDN,Indonesia,Agriculture,354543.9,289386.39,0.8162
2015,IDN,Indonesia,Peace and Security,215400.19,180395.12,0.8375
2015,PHL,Philippines,Health,257906.68,183613.8,0.7119
2015,PHL,Philippines,Humanitarian,281930.77,243233.82,0.8627
2015,PHL,Philippines,Governance,136602.37,117956.6,0.8635
2015,PHL,Philippines,Agriculture,233506.76,229413.6,0.9825
2015,PHL,Philippines,Peace and Security,803664.1,476778.8,0.5933
2015,VNM,Vietnam,Health,601789.05,453047.58,0.7528
2015,VNM,Vietnam,Humanitarian,230371.42,218953.9,0.9504
2015,VNM,Vietnam,Education,1013307.14,697085.53,0.6879
2015,VNM,Vietnam,Governance,233922.52,197148.53,0.8428
2015,VNM,Vietnam,Agriculture,673316.49,657921.58,0.9771
2015,VNM,Vietnam,Peace and Security,60717.98,47638.23,0.7846
2015,GHA,Ghana,Health,1785832.54,1690466.24,0.9466
2015,GHA,Ghana,Education,1152000.6,740854.85,0.6431
2015,GHA,Ghana,Economic Development,903263.7,796800.23,0.8821
2015,GHA,Ghana,Peace and Security,1050156.49,690071.01,0.6571
2015,TZA,Tanzania,Humanitarian,5825835.7,4749139.35,0.8152
2015,TZA,Tanzania,Education,677681.54,558703.34,0.8244
2015,TZA,Tanzania,Economic Development,147849.8,101190.83,0.6844
2015,TZA,Tanzania,Governance,383853.07,258908.8,0.6745
2015,TZA,Tanzania,Agriculture,386928.26,352416.37,0.9108
2015,TZA,Tanzania,Peace and Security,1197754.5,1124810.17,0.9391
2015,MOZ,Mozambique,Health,524743.83,403172.68,0.7683
2015,MOZ,Mozambique,Humanitarian,60458.89,44511.22,0.7362
2015,MOZ,Mozambique,Education,150600.83,148472.25,0.9859
2015,MOZ,Mozambique,Agriculture,102245.51,70698.87,0.6915
2015,MOZ,Mozambique,Peace and Security,545850.1,435153.65,0.7972
2015,MWI,Malawi,Health,5437102.81,4652362.1,0.8557
